ticket_id,channel,customer_message,sentiment_label,word_count,urgent_flag,text_length,cleaned_text
TKT01008,chat,I need information about the payment process. My ticket number is 82810.,neutral,12,0,12,i need information about the payment process my ticket number is 
TKT01009,phone,I like the new tracking and it is easy to use.,positive,11,0,11,i like the new tracking and it is easy to use
TKT01010,chat,Billing is incorrect and I was charged twice this month. My ticket number is 35838.,negative,15,1,15,billing is incorrect and i was charged twice this month my ticket number is 
TKT01011,chat,Great service and clear communication from the support team. My ticket number is 28129.,positive,14,0,14,great service and clear communication from the support team my ticket number is 
TKT01012,social,I am very unhappy because my account has not worked since last week.,negative,13,0,13,i am very unhappy because my account has not worked since last week
TKT01013,social,The delivery was late and the package arrived damaged.,negative,9,0,9,the delivery was late and the package arrived damaged
TKT01014,phone,I am checking if there is any scheduled maintenance today. My ticket number is 53983.,neutral,15,0,15,i am checking if there is any scheduled maintenance today my ticket number is 
TKT01015,app,Can you confirm whether my ticket has been assigned?,neutral,9,0,9,can you confirm whether my ticket has been assigned
TKT01016,social,I am very unhappy because my router has not worked since last week. My ticket number is 58443.,negative,18,1,18,i am very unhappy because my router has not worked since last week my ticket number is 
TKT01017,email,I am satisfied with the plan and would recommend it to others. My ticket number is 53489.,positive,17,0,17,i am satisfied with the plan and would recommend it to others my ticket number is 
TKT01018,social,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT01019,email,Can you share the status of my account request? My ticket number is 18052.,neutral,14,0,14,can you share the status of my account request my ticket number is 
TKT01020,email,Billing is incorrect and I was charged twice this month. Please respond as soon as possible.,negative,16,1,16,billing is incorrect and i was charged twice this month please respond as soon as possible
TKT01021,email,The delivery was late and the package arrived damaged. My ticket number is 76281. Please respond as soon as possible.,negative,20,1,20,the delivery was late and the package arrived damaged my ticket number is  please respond as soon as possible
TKT01022,app,Can you share the status of my router request?,neutral,9,0,9,can you share the status of my router request
TKT01023,app,The internet speed is slow and customer care is not helping.,negative,11,1,11,the internet speed is slow and customer care is not helping
TKT01024,email,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT01025,app,Please provide the steps to activate profile update. My ticket number is 84879.,neutral,13,0,13,please provide the steps to activate profile update my ticket number is 
TKT01026,email,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT01027,email,The order is working well and I am happy with the service. My ticket number is 56732.,positive,17,0,17,the order is working well and i am happy with the service my ticket number is 
TKT01028,chat,Please provide the steps to activate report download.,neutral,8,0,8,please provide the steps to activate report download
TKT01029,email,The installation was completed on time and everything works perfectly.,positive,10,0,10,the installation was completed on time and everything works perfectly
TKT01030,phone,I am checking if there is any scheduled maintenance today.,neutral,10,0,10,i am checking if there is any scheduled maintenance today
TKT01031,email,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT01032,app,My refund is still pending and this experience is frustrating.,negative,10,0,10,my refund is still pending and this experience is frustrating
TKT01033,email,Can someone explain the difference between the plans? My ticket number is 58624.,neutral,13,0,13,can someone explain the difference between the plans my ticket number is 
TKT01034,social,I want to cancel because the service quality is poor and unreliable. My ticket number is 41267. Please respond as soon as possible.,negative,23,1,23,i want to cancel because the service quality is poor and unreliable my ticket number is  please respond as soon as possible
TKT01035,app,I need information about the payment process.,neutral,7,0,7,i need information about the payment process
